  Global optimal solution found.
  Objective value:                              74434.88
  Objective bound:                              74434.88
  Infeasibilities:                             0.1110223E-14
  Extended solver steps:                            2234
  Total solver iterations:                         17962


                       Variable           Value        Reduced Cost
                         Y( 17)        0.000000            787.2467
                         Y( 18)        0.000000            3331.559
                         Y( 19)        0.000000            1623.621
                         Y( 20)        0.000000            1438.922
                         Y( 21)        0.000000            2856.665
                         Y( 22)        0.000000            3862.760
                         Y( 23)        0.000000            3971.589
                         Y( 24)        0.000000            3352.917
                         Y( 25)        0.000000            10128.93
                         Y( 26)        0.000000            1454.703
                         Y( 27)        0.000000            2110.312
                         Y( 28)        0.000000            3765.118
                         Y( 29)        0.000000            943.2599
                         Y( 30)        0.000000            2014.797
                         Y( 31)        0.000000            2339.045
                         Y( 32)        0.000000            2863.943
                         Y( 33)        0.000000            1214.897
                         Y( 34)        0.000000            2361.626
                         Y( 35)        0.000000            15604.27
                         Y( 36)        0.000000            2036.026
                         Y( 37)        0.000000            1913.596
                         Y( 38)        0.000000            1756.915
                         Y( 39)        0.000000            6196.114
                         Y( 40)        0.000000            593.3681
                         Y( 41)        0.000000            13769.75
                         Y( 42)        0.000000            1092.311
                         Y( 43)        0.000000            6006.877
                         Y( 44)        0.000000            3188.819
                         Y( 45)        0.000000            14035.29
                         Y( 46)        0.000000            6272.914
                         Y( 47)        0.000000            3742.439
                         Y( 48)        0.000000            14713.74
                         Y( 49)        0.000000            1786.008
                         Y( 50)        0.000000            3461.662
                         Y( 51)        0.000000            3784.739
                         Y( 52)        0.000000            1368.693
                         Y( 53)        0.000000            8813.784
                         Y( 54)        0.000000            1000.329
                         Y( 55)        1.000000            3445.921
                         Y( 56)        1.000000            1678.533
                         Y( 57)        0.000000            8804.885
                         Y( 58)        0.000000            1525.602
                         Y( 59)        0.000000            4952.467
                         Y( 60)        0.000000            6441.545
                         Y( 61)        0.000000            4243.240
                         Y( 62)        0.000000            3619.999
                         Y( 63)        0.000000            7865.847
                         Y( 64)        0.000000            1169.800
                         Y( 65)        1.000000            1230.966
                         Y( 66)        1.000000            904.9090
                         Y( 67)        1.000000            1921.653
                         Y( 68)        1.000000            1662.289
                         Y( 69)        0.000000            1853.332
                         Y( 70)        0.000000            22794.05
                         Y( 71)        0.000000            1893.888
                         Y( 72)        0.000000            10090.56
                         Y( 73)        0.000000            1935.127
                         Y( 74)        0.000000            15289.76
                         Y( 75)        0.000000            1012.507
                         Y( 76)        0.000000            3931.006
                         Y( 77)        0.000000            1407.242
                         Y( 78)        0.000000            7351.323
                         Y( 79)        0.000000            1864.155
                         Y( 80)        0.000000            4426.006
                         Y( 81)        0.000000            8517.169
                         Y( 82)        0.000000            1901.075
                         Y( 83)        0.000000            4425.029
                         Y( 84)        0.000000            1018.488
                         Y( 85)        0.000000            2571.186
                         Y( 86)        1.000000            6699.735
                         Y( 87)        0.000000            6080.856
                         Y( 88)        0.000000            1965.909
                         Y( 89)        0.000000            1855.985
                         Y( 90)        0.000000            1198.292
                         Y( 91)        0.000000            4752.499
                         Y( 92)        0.000000            3025.257
                         Y( 93)        0.000000            1929.157
                         Y( 94)        0.000000            2940.815
                         Y( 95)        0.000000            4519.920
                         Y( 96)        1.000000            1382.095
                         Y( 97)        0.000000            1404.668
                         Y( 98)        0.000000            6992.407
                         Y( 99)        0.000000            25544.22
                        Y( 100)        0.000000            2598.331
                        Y( 101)        0.000000            11926.61
                        Y( 102)        0.000000            3075.890
                        Y( 103)        0.000000            4016.132
                        Y( 104)        0.000000            3903.196
                        Y( 105)        0.000000            4531.843
                        Y( 106)        0.000000            4205.104
                        Y( 107)        0.000000            11449.76
                        Y( 108)        0.000000            6839.295
                        Y( 109)        0.000000            1510.036
                        Y( 110)        0.000000            2227.617
                        Y( 111)        1.000000            1058.927
                        Y( 112)        0.000000            3266.171
                        Y( 113)        0.000000            3598.541
                        Y( 114)        0.000000            3584.899
                        Y( 115)        0.000000            4667.785
                        Y( 116)        0.000000            4056.310
                        Y( 117)        0.000000            1180.915
                        Y( 118)        0.000000            5953.921
                        Y( 119)        0.000000            3304.466
                        Y( 120)        1.000000            3667.255
                        Y( 121)        0.000000            2437.005
                        Y( 122)        0.000000            5263.900
                        Y( 123)        0.000000            8571.995
                        Y( 124)        0.000000            1870.436
                        Y( 125)        0.000000            5562.165
                        Y( 126)        0.000000            31847.71
                        Y( 127)        1.000000            2793.163
                        Y( 128)        0.000000            6940.977
                        Y( 129)        0.000000            7476.921
                        Y( 130)        0.000000            13798.25
                        Y( 131)        0.000000            5335.887
                        Y( 132)        0.000000            1552.310
                        Y( 133)        0.000000            2246.268
                        Y( 134)        0.000000            1237.244
                        Y( 135)        0.000000            6216.553
                        Y( 136)        0.000000            3537.893
                        Y( 137)        0.000000            3718.361
                        Y( 138)        0.000000            1820.462
                        Y( 139)        0.000000            1894.971
                        Y( 140)        0.000000            8999.113
                        Y( 141)        1.000000            2498.984
                        Y( 142)        0.000000            5879.774
                        Y( 143)        0.000000            4195.786
                        Y( 144)        0.000000            1529.236
                        Y( 145)        0.000000            5021.339
                        Y( 146)        0.000000            5205.048
                        Y( 147)        0.000000            1086.412
                        Y( 148)        1.000000            779.0368
                        Y( 149)        0.000000            1875.417
                        Y( 150)        0.000000            7017.610
                        Y( 151)        0.000000            13150.96
                        Y( 152)        0.000000            5873.102
                        Y( 153)        0.000000            3568.266
                        Y( 154)        0.000000            5292.755
                        Y( 155)        0.000000            8462.165
                        Y( 156)        0.000000            23574.83
                        Y( 157)        0.000000            2219.432
                        Y( 158)        0.000000            1783.569
                        Y( 159)        0.000000            1379.551
                        Y( 160)        0.000000            1321.288
                        Y( 161)        0.000000            10458.10
                        Y( 162)        0.000000            2290.562
                        Y( 163)        0.000000            7030.088
                        Y( 164)        0.000000            1059.264
                        Y( 165)        0.000000            1602.931
                         KK( 1)        4176.738            0.000000
                         KK( 2)        4177.440            0.000000
                         KK( 3)        7736.682            0.000000
                         KK( 4)        8754.049            0.000000
                         KK( 5)        36692.03            0.000000
                         KK( 6)        37862.65            0.000000
                         KK( 7)        5941.747            0.000000
                         KK( 8)        5452.075            0.000000
                         KK( 9)        3692.143            0.000000
                        KK( 10)        3695.425            0.000000
                        KK( 11)        3680.136            0.000000
                        KK( 12)        4914.817            0.000000
                        KK( 13)        4560.323            0.000000
                        KK( 14)        4560.323            0.000000
                        KK( 15)        6268.792            0.000000
                        KK( 16)        5036.714            0.000000
                        KK( 17)        5123.225            0.000000
                        KK( 18)        4836.772            0.000000
                        KK( 19)        5811.489            0.000000
                        KK( 20)        5812.068            0.000000
                        KK( 21)        5521.240            0.000000
                        KK( 22)        5520.931            0.000000
                        KK( 23)        4966.657            0.000000
                        KK( 24)        4966.561            0.000000
                        KK( 25)        5291.869            0.000000
                        KK( 26)        5845.341            0.000000
                        KK( 27)        6316.991            0.000000
                        KK( 28)        5244.820            0.000000
                        KK( 29)        4876.607            0.000000
                        KK( 30)        4866.918            0.000000
                        KK( 31)        4678.508            0.000000
                        KK( 32)        4940.542            0.000000
                        KK( 33)        4903.703            0.000000
                        KK( 34)        5291.468            0.000000
                        KK( 35)        4893.013            0.000000
                        KK( 36)        5456.786            0.000000
                        KK( 37)        4395.058            0.000000
                        KK( 38)        5162.271            0.000000
                        KK( 39)        4589.776            0.000000
                        KK( 40)        4466.026            0.000000
                        KK( 41)        5066.412            0.000000
                        KK( 42)        5075.155            0.000000
                        KK( 43)        4966.959            0.000000
                        KK( 44)        4966.588            0.000000
                        KK( 45)        5486.375            0.000000
                        KK( 46)        5438.327            0.000000
                        KK( 47)        4836.568            0.000000
                        KK( 48)        4771.655            0.000000
                        KK( 49)        4460.187            0.000000
                        KK( 50)        4395.046            0.000000
                        KK( 51)        4351.311            0.000000
                        KK( 52)        5192.241            0.000000
                        KK( 53)        4966.682            0.000000
                        KK( 54)        4733.142            0.000000
                        KK( 55)        3679.513            0.000000
                        KK( 56)        3692.976            0.000000
                        KK( 57)        5343.299            0.000000
                        KK( 58)        4453.616            0.000000
                        KK( 59)        4460.028            0.000000
                        KK( 60)        4455.105            0.000000
                        KK( 61)        5357.017            0.000000
                        KK( 62)        6269.685            0.000000
                        KK( 63)        6929.904            0.000000
                        KK( 64)        7036.843            0.000000
                        KK( 65)        4405.021            0.000000
                        KK( 66)        4406.425            0.000000
                        KK( 67)        4646.688            0.000000
                        KK( 68)        4560.027            0.000000
                        KK( 69)        4836.074            0.000000
                        KK( 70)        4758.689            0.000000
                        KK( 71)        5357.461            0.000000
                        KK( 72)        4820.993            0.000000
                        KK( 73)        4539.790            0.000000
                        KK( 74)        4540.517            0.000000
                        KK( 75)        4531.111            0.000000
                        KK( 76)        4551.160            0.000000
                        KK( 77)        7113.198            0.000000
                        KK( 78)        6396.859            0.000000
                        KK( 79)        7245.194            0.000000
                        KK( 80)        7568.051            0.000000
                        KK( 81)        8208.278            0.000000
                        KK( 82)        7277.126            0.000000
                        KK( 83)        4759.231            0.000000
                        KK( 84)        5098.615            0.000000
                        KK( 85)        4408.078            0.000000
                        KK( 86)        4082.829            0.000000
                        KK( 87)        4453.145            0.000000
                        KK( 88)        4804.167            0.000000
                        KK( 89)        4552.329            0.000000
                        KK( 90)        4551.053            0.000000
                        KK( 91)        4850.479            0.000000
                        KK( 92)        4870.805            0.000000
                        KK( 93)        4455.312            0.000000
                        KK( 94)        4746.925            0.000000
                        KK( 95)        3672.343            0.000000
                        KK( 96)        3684.603            0.000000
                        KK( 97)        4379.044            0.000000
                        KK( 98)        4418.612            0.000000
                        KK( 99)        5269.242            0.000000
                       KK( 100)        5563.194            0.000000
                       KK( 101)        5288.964            0.000000
                       KK( 102)        5116.251            0.000000
                       KK( 103)        4152.484            0.000000
                       KK( 104)        4863.070            0.000000
                       KK( 105)        4255.860            0.000000
                       KK( 106)        4255.940            0.000000
                       KK( 107)        5187.876            0.000000
                       KK( 108)        5196.294            0.000000
                       KK( 109)        5941.386            0.000000
                       KK( 110)        7373.678            0.000000
                       KK( 111)        4478.963            0.000000
                       KK( 112)        4585.794            0.000000
                       KK( 113)        4616.983            0.000000
                       KK( 114)        4621.672            0.000000
                       KK( 115)        5236.375            0.000000
                       KK( 116)        5940.922            0.000000
                       KK( 117)        6267.599            0.000000
                       KK( 118)        6266.799            0.000000
                       KK( 119)        6833.440            0.000000
                       KK( 120)        4446.817            0.000000
                       KK( 121)        4532.742            0.000000
                       KK( 122)        5563.201            0.000000
                       KK( 123)        6682.222            0.000000
                       KK( 124)        5943.238            0.000000
                       KK( 125)        5779.574            0.000000
                       KK( 126)        4926.579            0.000000
                       KK( 127)        4810.382            0.000000
                       KK( 128)        4836.865            0.000000
                       KK( 129)        4608.743            0.000000
                       KK( 130)        6553.674            0.000000
                       KK( 131)        5031.817            0.000000
                       KK( 132)        6308.944            0.000000
                       KK( 133)        5354.798            0.000000
                       KK( 134)        5332.827            0.000000
                       KK( 135)        6006.586            0.000000
                       KK( 136)        6063.187            0.000000
                       KK( 137)        5194.149            0.000000
                       KK( 138)        5315.607            0.000000
                       KK( 139)        4758.821            0.000000
                       KK( 140)        5492.923            0.000000
                       KK( 141)        4758.627            0.000000
                       KK( 142)        4959.980            0.000000
                       KK( 143)        5813.022            0.000000
                       KK( 144)        5713.776            0.000000
                       KK( 145)        4852.916            0.000000
                       KK( 146)        4724.264            0.000000
                       KK( 147)        4732.142            0.000000
                       KK( 148)        4548.354            0.000000
                       KK( 149)        4496.671            0.000000
                       KK( 150)        4641.805            0.000000
                       KK( 151)        9581.774            0.000000
                       KK( 152)        4641.763            0.000000
                       KK( 153)        4641.835            0.000000
                       KK( 154)        9341.346            0.000000
                       KK( 155)        5648.094            0.000000
                       KK( 156)        5803.062            0.000000
                       KK( 157)        5789.080            0.000000
                       KK( 158)        4783.938            0.000000
                       KK( 159)        5110.968            0.000000
                       KK( 160)        6744.971            0.000000
                       KK( 161)        14188.97            0.000000
                       KK( 162)        5951.904            0.000000
                       KK( 163)        4771.505            0.000000
                       KK( 164)        4771.215            0.000000
                       KK( 165)        4771.673            0.000000
                       C( 1, 1)        250.5350            0.000000
                       C( 1, 2)        350.5759            0.000000
                       C( 1, 3)        492.3782            0.000000
                       C( 1, 4)        263.7713            0.000000
                       C( 2, 1)        250.5350            0.000000
                       C( 2, 2)        350.5759            0.000000
                       C( 2, 3)        492.3782            0.000000
                       C( 2, 4)        263.7713            0.000000
                       C( 3, 1)       0.1182700E-01        0.000000
                       C( 3, 2)        369.6511            0.000000
                       C( 3, 3)        607.0568            0.000000
                       C( 3, 4)        284.2971            0.000000
                       C( 4, 1)       0.1182700E-01        0.000000
                       C( 4, 2)        369.6511            0.000000
                       C( 4, 3)        607.0568            0.000000
                       C( 4, 4)        284.2971            0.000000
                       C( 5, 1)        15.50385            0.000000
                       C( 5, 2)        354.5932            0.000000
                       C( 5, 3)        597.2048            0.000000
                       C( 5, 4)        269.2392            0.000000
                       C( 6, 1)        15.50385            0.000000
                       C( 6, 2)        354.5932            0.000000
                       C( 6, 3)        597.2048            0.000000
                       C( 6, 4)        269.2392            0.000000
                       C( 7, 1)        37.22584            0.000000
                       C( 7, 2)        333.8913            0.000000
                       C( 7, 3)        594.9703            0.000000
                       C( 7, 4)        248.5373            0.000000
                       C( 8, 1)        37.22584            0.000000
                       C( 8, 2)        333.8913            0.000000
                       C( 8, 3)        594.9703            0.000000
                       C( 8, 4)        248.5373            0.000000
                       C( 9, 1)        44.99470            0.000000
                       C( 9, 2)        357.6217            0.000000
                       C( 9, 3)        629.5280            0.000000
                       C( 9, 4)        272.2678            0.000000
                      C( 10, 1)        44.99470            0.000000
                      C( 10, 2)        357.6217            0.000000
                      C( 10, 3)        629.5280            0.000000
                      C( 10, 4)        272.2678            0.000000
                      C( 11, 1)        80.26717            0.000000
                      C( 11, 2)        393.3326            0.000000
                      C( 11, 3)        667.1272            0.000000
                      C( 11, 4)        307.9787            0.000000
                      C( 12, 1)        80.26717            0.000000
                      C( 12, 2)        393.3326            0.000000
                      C( 12, 3)        667.1272            0.000000
                      C( 12, 4)        307.9787            0.000000
                      C( 13, 1)        59.82225            0.000000
                      C( 13, 2)        315.4535            0.000000
                      C( 13, 3)        565.3115            0.000000
                      C( 13, 4)        228.6488            0.000000
                      C( 14, 1)        59.82225            0.000000
                      C( 14, 2)        315.4535            0.000000
                      C( 14, 3)        565.3115            0.000000
                      C( 14, 4)        228.6488            0.000000
                      C( 15, 1)        234.4616            0.000000
                      C( 15, 2)        548.3079            0.000000
                      C( 15, 3)        822.1025            0.000000
                      C( 15, 4)        462.9540            0.000000
                      C( 16, 1)        234.4616            0.000000
                      C( 16, 2)        548.3079            0.000000
                      C( 16, 3)        822.1025            0.000000
                      C( 16, 4)        462.9540            0.000000
                      C( 17, 1)        98.00905            0.000000
                      C( 17, 2)        272.9715            0.000000
                      C( 17, 3)        553.7912            0.000000
                      C( 17, 4)        187.6176            0.000000
                      C( 18, 1)        98.00905            0.000000
                      C( 18, 2)        272.9715            0.000000
                      C( 18, 3)        553.7912            0.000000
                      C( 18, 4)        187.6176            0.000000
                      C( 19, 1)        135.9902            0.000000
                      C( 19, 2)        244.2207            0.000000
                      C( 19, 3)        538.8292            0.000000
                      C( 19, 4)        158.8667            0.000000
                      C( 20, 1)        135.9902            0.000000
                      C( 20, 2)        244.2207            0.000000
                      C( 20, 3)        538.8292            0.000000
                      C( 20, 4)        158.8667            0.000000
                      C( 21, 1)        204.3810            0.000000
                      C( 21, 2)        298.4236            0.000000
                      C( 21, 3)        593.0322            0.000000
                      C( 21, 4)        213.0697            0.000000
                      C( 22, 1)        204.3810            0.000000
                      C( 22, 2)        298.4236            0.000000
                      C( 22, 3)        593.0322            0.000000
                      C( 22, 4)        213.0697            0.000000
                      C( 23, 1)        115.6297            0.000000
                      C( 23, 2)        269.4462            0.000000
                      C( 23, 3)        501.7311            0.000000
                      C( 23, 4)        182.6415            0.000000
                      C( 24, 1)        115.6297            0.000000
                      C( 24, 2)        269.4462            0.000000
                      C( 24, 3)        501.7311            0.000000
                      C( 24, 4)        182.6415            0.000000
                      C( 25, 1)        148.3566            0.000000
                      C( 25, 2)        285.8744            0.000000
                      C( 25, 3)        480.7958            0.000000
                      C( 25, 4)        199.0698            0.000000
                      C( 26, 1)        148.3566            0.000000
                      C( 26, 2)        285.8744            0.000000
                      C( 26, 3)        480.7958            0.000000
                      C( 26, 4)        199.0698            0.000000
                      C( 27, 1)        196.8732            0.000000
                      C( 27, 2)        263.4831            0.000000
                      C( 27, 3)        431.5122            0.000000
                      C( 27, 4)        176.6785            0.000000
                      C( 28, 1)        196.8732            0.000000
                      C( 28, 2)        263.4831            0.000000
                      C( 28, 3)        431.5122            0.000000
                      C( 28, 4)        176.6785            0.000000
                      C( 29, 1)        152.2037            0.000000
                      C( 29, 2)        227.0927            0.000000
                      C( 29, 3)        468.6020            0.000000
                      C( 29, 4)        140.2881            0.000000
                      C( 30, 1)        152.2037            0.000000
                      C( 30, 2)        227.0927            0.000000
                      C( 30, 3)        468.6020            0.000000
                      C( 30, 4)        140.2881            0.000000
                      C( 31, 1)        180.9661            0.000000
                      C( 31, 2)        206.8884            0.000000
                      C( 31, 3)        501.4969            0.000000
                      C( 31, 4)        121.5344            0.000000
                      C( 32, 1)        180.9661            0.000000
                      C( 32, 2)        206.8884            0.000000
                      C( 32, 3)        501.4969            0.000000
                      C( 32, 4)        121.5344            0.000000
                      C( 33, 1)        185.9908            0.000000
                      C( 33, 2)        255.1409            0.000000
                      C( 33, 3)        549.7495            0.000000
                      C( 33, 4)        169.7870            0.000000
                      C( 34, 1)        185.9908            0.000000
                      C( 34, 2)        255.1409            0.000000
                      C( 34, 3)        549.7495            0.000000
                      C( 34, 4)        169.7870            0.000000
                      C( 35, 1)        192.5382            0.000000
                      C( 35, 2)        206.8572            0.000000
                      C( 35, 3)        426.7797            0.000000
                      C( 35, 4)        120.0525            0.000000
                      C( 36, 1)        192.5382            0.000000
                      C( 36, 2)        206.8572            0.000000
                      C( 36, 3)        426.7797            0.000000
                      C( 36, 4)        120.0525            0.000000
                      C( 37, 1)        203.7203            0.000000
                      C( 37, 2)        176.3194            0.000000
                      C( 37, 3)        451.2510            0.000000
                      C( 37, 4)        89.51470            0.000000
                      C( 38, 1)        203.7203            0.000000
                      C( 38, 2)        176.3194            0.000000
                      C( 38, 3)        451.2510            0.000000
                      C( 38, 4)        89.51470            0.000000
                      C( 39, 1)        204.1743            0.000000
                      C( 39, 2)        175.3536            0.000000
                      C( 39, 3)        469.9621            0.000000
                      C( 39, 4)        89.99962            0.000000
                      C( 40, 1)        204.1743            0.000000
                      C( 40, 2)        175.3536            0.000000
                      C( 40, 3)        469.9621            0.000000
                      C( 40, 4)        89.99962            0.000000
                      C( 41, 1)        207.3499            0.000000
                      C( 41, 2)        177.6865            0.000000
